study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2732906	ERS493233	ERX1789432	ERR1719419	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	208845118	41290413478	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BFCAOSW_5_C2EFHACXX.IND2	17649965241;18064985659	0821a2a895e68fafc3f6d0b87645c4ea;c523f60bd463a4be3a856d2f0a88eb49	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719419/ERR1719419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719419/ERR1719419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BFCAOSW_5_1_C2EFHACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BFCAOSW_5_2_C2EFHACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BFCAOSW_5_1_C2EFHACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BFCAOSW_5_2_C2EFHACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719419	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719419		TARA_N000002364	TARA_20110930T0056Z_131_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002364
PRJEB6609	SAMEA2622228	ERS492021	ERX1789436	ERR1719420	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	190551972	37158505361	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AMQAOSW_5_C2ATHACXX.IND3	16930608614;16987819742	4b72f18d4f930844f7956574be7f0fda;884fffe821a4946281ee13943d4e520a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719420/ERR1719420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719420/ERR1719420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMQAOSW_5_1_C2ATHACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMQAOSW_5_2_C2ATHACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMQAOSW_5_1_C2ATHACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMQAOSW_5_2_C2ATHACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719420	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719420		TARA_N000001648	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001648
PRJEB6609	SAMEA2620025	ERS488834	ERX1789610	ERR1719421	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	179668473	34672267884	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AKPAOSW_6_D2FV9ACXX.IND4	15646957768;15760482341	87305408e8944239a08fb2abb56a894b;0338b899168d7dfce80ebf2e98845af7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719421/ERR1719421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719421/ERR1719421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AKPAOSW_6_1_D2FV9ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AKPAOSW_6_2_D2FV9ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AKPAOSW_6_1_D2FV9ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AKPAOSW_6_2_D2FV9ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719421	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719421		TARA_N000000047	TARA_20100315T1118Z_038_EVENT_PUMP_P_D_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000047
PRJEB6609	SAMEA2732598	ERS493621	ERX1789639	ERR1719422	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	179249228	35467640058	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BTRAOSW_7_D2GBKACXX.IND21	16046322532;16071966645	705973f07804fb3253d97a85f3b08b9e;7d6c2e343a9b44fd75345eb40861b97f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719422/ERR1719422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719422/ERR1719422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTRAOSW_7_1_D2GBKACXX.IND21_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTRAOSW_7_2_D2GBKACXX.IND21_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTRAOSW_7_1_D2GBKACXX.IND21_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTRAOSW_7_2_D2GBKACXX.IND21_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719422	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719422		TARA_N000002965	TARA_20111130T1915Z_136_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002965
PRJEB6609	SAMEA2730588	ERS488821	ERX1789696	ERR1719423	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	58355069	11424627644	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ALDAOSW_6_C07BFACXX.IND6	5001016742;5306437005	4dadf1b6a1ca8480fc1b66ee6a6f0448;234951918191766892a77dec6eef3443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719423/ERR1719423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719423/ERR1719423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALDAOSW_6_1_C07BFACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALDAOSW_6_2_C07BFACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALDAOSW_6_1_C07BFACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALDAOSW_6_2_C07BFACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719423	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719423		TARA_N000000046	TARA_20100315T0531Z_038_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000046
PRJEB6609	SAMEA2621412	ERS490896	ERX1789373	ERR1719424	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	159869247	30714570109	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AQSAOSW_3_D1E8TACXX.IND3	13377997497;13443931229	e4130b6384a77dd29d3e5c88b51bd75a;48500c684160975b4caddc5421441f52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719424/ERR1719424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719424/ERR1719424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AQSAOSW_3_1_D1E8TACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AQSAOSW_3_2_D1E8TACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AQSAOSW_3_1_D1E8TACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AQSAOSW_3_2_D1E8TACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719424	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719424		TARA_N000001386	TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001386
PRJEB6609	SAMEA2730869	ERS494255	ERX1789502	ERR1719425	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	10328376	2040988433	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CCDBOSW_1_662YWAAXX.IND24	879355480;892429402	8d5a221972d9066ab375251af343f98d;d3a1760c0bc920274fb4a3f0fae54d85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719425/ERR1719425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719425/ERR1719425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CCDBOSW_1_1_662YWAAXX.IND24_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CCDBOSW_1_2_662YWAAXX.IND24_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CCDBOSW_1_1_662YWAAXX.IND24_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CCDBOSW_1_2_662YWAAXX.IND24_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719425	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719425		TARA_N000003240	TARA_20120215T1515Z_146_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003240
PRJEB6609	SAMEA2623958	ERS494670	ERX1789585	ERR1719426	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	46831074	9123235656	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CFRAOSW_8_C1K0UACXX.IND21	4018495417;4064013689	9b4588a2f902b2760cbdd55231abb1f0;6a15e6a8211efee693e8d72ad1086618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719426/ERR1719426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719426/ERR1719426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFRAOSW_8_1_C1K0UACXX.IND21_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFRAOSW_8_2_C1K0UACXX.IND21_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFRAOSW_8_1_C1K0UACXX.IND21_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFRAOSW_8_2_C1K0UACXX.IND21_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719426	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719426		TARA_N000002791	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002791
PRJEB6609	SAMEA2657061	ERS490294	ERX1789413	ERR1719427	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	191524695	37752993232	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ABMAOSW_7_D1N1MACXX.IND12	16571156499;16905204849	88dbcef004331841f729e1ea1e97f6f5;15cb64c94c5c7447f68a713db51ff64e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719427/ERR1719427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719427/ERR1719427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABMAOSW_7_1_D1N1MACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABMAOSW_7_2_D1N1MACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABMAOSW_7_1_D1N1MACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABMAOSW_7_2_D1N1MACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719427	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719427		TARA_N000000711	TARA_20100914T1256Z_068_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000711
PRJEB6609	SAMEA2622104	ERS491843	ERX1789671	ERR1719428	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	178400722	35124382362	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ANPAOSW_6_D2C5KACXX.IND5	14376652942;14307503380	a85a6a4214d22c044b9b1800008f05dd;7032e0836f52489a56709e0a7a66cbbd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719428/ERR1719428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719428/ERR1719428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANPAOSW_6_1_D2C5KACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANPAOSW_6_2_D2C5KACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANPAOSW_6_1_D2C5KACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANPAOSW_6_2_D2C5KACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719428	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719428		TARA_N000001604	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001604
PRJEB6609	SAMEA2656967	ERS488902	ERX1789645	ERR1719429	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	62222067	12152571611	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ALHAOSW_8_D0NPYACXX.IND5	5564042738;5652243487	e1726ee6c79118a3acc194acf3d69c16;b45e9a50453e463d7de460bc097e23d1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719429/ERR1719429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719429/ERR1719429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALHAOSW_8_1_D0NPYACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALHAOSW_8_2_D0NPYACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALHAOSW_8_1_D0NPYACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALHAOSW_8_2_D0NPYACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719429	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719429		TARA_N000000012	TARA_20100318T0940Z_039_EVENT_NET_N1+N2_D_(25 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000012
PRJEB6609	SAMEA2732073	ERS494508	ERX1789459	ERR1719430	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	206928620	40379212658	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CDVBOSW_7_C1K3CACXX.IND17	19359821737;19623340549	a6efee288429082b8d782a362addff21;dc3153ee68b818569809a428bce14cc5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719430/ERR1719430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719430/ERR1719430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CDVBOSW_7_1_C1K3CACXX.IND17_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CDVBOSW_7_2_C1K3CACXX.IND17_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CDVBOSW_7_1_C1K3CACXX.IND17_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CDVBOSW_7_2_C1K3CACXX.IND17_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719430	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719430		TARA_N000002719	TARA_20120305T1957Z_150_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002719
PRJEB6609	SAMEA2732344	ERS490774	ERX1789676	ERR1719431	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	197270679	38622142050	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CFKAOSW_6_D2AN6ACXX.IND7	16834017608;17079888471	4c48f3ca1f146961b80cfa01cb2c944d;ade885a2b4ca05e4023db403c9bbc5d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719431/ERR1719431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719431/ERR1719431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_6_1_D2AN6ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_6_2_D2AN6ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_6_1_D2AN6ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_6_2_D2AN6ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719431	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719431		TARA_N000001477	TARA_20101129T1809Z_080_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001477
PRJEB6609	SAMEA2619421	ERS487958	ERX1789505	ERR1719432	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	53907270	10532631438	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AXBAOSW_2_C1K0EACXX.IND20	4976011699;4983460282	2e9638f83e40260ebad1f064cb117c04;bd04558b5ed941a459f8673ec863743f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719432/ERR1719432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719432/ERR1719432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AXBAOSW_2_1_C1K0EACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AXBAOSW_2_2_C1K0EACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AXBAOSW_2_1_C1K0EACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AXBAOSW_2_2_C1K0EACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719432	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719432		TARA_X000000410	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000410
PRJEB6609	SAMEA2656984	ERS491736	ERX1789453	ERR1719433	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	188888716	37273830827	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ATAAOSW_2_D274CACXX.IND19	16325261163;16637927913	2509e4b8156d74e9c4bbb506d3a4b351;47c2c1af7b3b98a6ac62625f34b66ea4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719433/ERR1719433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719433/ERR1719433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ATAAOSW_2_1_D274CACXX.IND19_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ATAAOSW_2_2_D274CACXX.IND19_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ATAAOSW_2_1_D274CACXX.IND19_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ATAAOSW_2_2_D274CACXX.IND19_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719433	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719433		TARA_N000001582	TARA_20110403T1628Z_098_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001582
PRJEB6609	SAMEA2620128	ERS488967	ERX1789476	ERR1719434	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	52489947	10139608124	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ALSAOSW_6_C0GT6ACXX.IND9	4624852684;4592390899	c15546869998017355b3712cc3b63170;544468bf12315364d0ea3ff26ceb0450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719434/ERR1719434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719434/ERR1719434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALSAOSW_6_1_C0GT6ACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALSAOSW_6_2_C0GT6ACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALSAOSW_6_1_C0GT6ACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALSAOSW_6_2_C0GT6ACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719434	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719434		TARA_N000000063	TARA_20100322T0305Z_040_EVENT_CAST_B6_S_(5 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000063
PRJEB6609	SAMEA2732344	ERS490774	ERX1789429	ERR1719435	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	53505627	10527632711	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CFKAOSW_7_C1JDKACXX.IND7	4881271800;4918450251	8c74e50f327bec7e7fc8bb71566213bb;15b5e0b697a6fcad7f028c5f054da1af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719435/ERR1719435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719435/ERR1719435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_7_1_C1JDKACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_7_2_C1JDKACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_7_1_C1JDKACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CFKAOSW_7_2_C1JDKACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719435	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719435		TARA_N000001477	TARA_20101129T1809Z_080_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001477
