study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	fastq_md5	fastq_ftp	submitted_bytes	sra_ftp	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB6609	SAMEA2622660	ERS492650	ERX1789366	ERR1719159	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	159683656	1b1fcf909998a4447e72d18ae339bf12;6e7917d24fc1dbcd2e635fd7b830fd6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719159/ERR1719159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719159/ERR1719159_2.fastq.gz	13183029359;13140436761	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719159			TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001937
PRJEB6609	SAMEA2622770	ERS492825	ERX1789539	ERR1719160	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	169769994	4be9f844e3bf61c113f0edffdc4a0873;efe71eadd2f769d6a6183201567fa319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719160/ERR1719160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719160/ERR1719160_2.fastq.gz	13772596076;13815136506	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719160			TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002037
PRJEB6609	SAMEA2622106	ERS491845	ERX1789581	ERR1719161	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	201761396	686bb7496a6405213ce3502bce0829d9;27a7221e53997b92caa4fc736426ed78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719161/ERR1719161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719161/ERR1719161_2.fastq.gz	16035033021;15858633296	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719161			TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001608
PRJEB6609	SAMEA2621496	ERS491010	ERX1789588	ERR1719162	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	167093239	08397ea45988744b5209d4d26cf1e15d;66823a45148f2b87f992f3d53d7b03db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719162/ERR1719162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719162/ERR1719162_2.fastq.gz	13680921325;13840572895	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719162			TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001006
PRJEB6609	SAMEA2623721	ERS494302	ERX1789648	ERR1719163	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	166159621	612a6c55bbf7df40930463684cf3f73b;eb73b41cd8d4e86a39f6a1b7d01b71b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719163/ERR1719163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719163/ERR1719163_2.fastq.gz	13110800479;13083204842	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719163			TARA_20120218T1422Z_147_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002101
PRJEB6609	SAMEA2619621	ERS488249	ERX1789595	ERR1719164	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40581569	8673a6f9a1d52c63cb8d0ac269ec1fe1;f50950dfe0824779a7e6657bdd24c5a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719164/ERR1719164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719164/ERR1719164_2.fastq.gz	3218703331;3337403314	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719164			TARA_20091004T0830Z_011_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_X000001288
PRJEB6609	SAMEA2623479	ERS493954	ERX1789499	ERR1719165	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	2262270	23e8f31449b792a40045d99070b027c8;b77155246fc264c0e78dc9e86e9787c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719165/ERR1719165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719165/ERR1719165_2.fastq.gz	226752739;234725041	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719165			TARA_20120109T1341Z_142_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003083
PRJEB6609	SAMEA2732658	ERS493772	ERX1789704	ERR1719166	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	54259688	243dd67107883eae15b72487442afd29;51a89a4fcc24326b904282e2a177690d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719166/ERR1719166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719166/ERR1719166_2.fastq.gz	4730160719;4759468614	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719166			TARA_20111210T1625Z_138_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003005
PRJEB6609	SAMEA2732654	ERS493768	ERX1789498	ERR1719167	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	207227842	1d24e6378e6540172e1d297254a7eb84;aa2550257e1099b7e96f4e11f1c4092f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719167/ERR1719167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719167/ERR1719167_2.fastq.gz	17986524806;18248085689	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719167			TARA_20111210T1506Z_138_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003007
PRJEB6609	SAMEA2657063	ERS492161	ERX1789632	ERR1719168	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	50583556	64595a898e3defecf232e120abe0db1c;3c3b9aaf6689a624c55d7e19a95490dd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719168/ERR1719168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719168/ERR1719168_2.fastq.gz	4262879404;4163032723	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719168			TARA_20110512T1631Z_109_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001734
PRJEB6609	SAMEA2623037	ERS493264	ERX1789558	ERR1719169	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	48840281	39eb994ca221f0a3aef267f034ac952a;a397983473ebcbb117559230c82ff4e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719169/ERR1719169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719169/ERR1719169_2.fastq.gz	4239470430;4308096761	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719169			TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002354
PRJEB6609	SAMEA2731795	ERS492254	ERX1789699	ERR1719170	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	11630446	638862c562d37157a37f56387ee5cfca;b6b95e78e840341ab0ad18153812ce80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719170/ERR1719170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719170/ERR1719170_2.fastq.gz	964779220;1021698519	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719170			TARA_20110521T1432Z_110_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001758
PRJEB6609	SAMEA2623266	ERS493612	ERX1789646	ERR1719171	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	181638413	54998ff7d563fc1c7472341f8c86793c;29a1408b165f9bd30f0441395ea7d514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719171/ERR1719171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719171/ERR1719171_2.fastq.gz	15266450499;15316070392	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719171			TARA_20111130T1620Z_136_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002961
PRJEB6609	SAMEA2622184	ERS491949	ERX1789422	ERR1719172	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	45432708	27eba1e6a2e15786407857ea67a4d9f6;16fa2bfb0f1ab622e03e22417febd426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719172/ERR1719172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719172/ERR1719172_2.fastq.gz	3943789559;3918409522	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719172			TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001650
PRJEB6609	SAMEA2656977	ERS490679	ERX1789607	ERR1719173	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43652995	0175a64e2a9c7da2873e31a00e544158;a04de2534eef72785aaed297f60bc2a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719173/ERR1719173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719173/ERR1719173_2.fastq.gz	3665888966;3704325599	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719173			TARA_20101104T1131Z_078_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001514
PRJEB6609	SAMEA2624009	ERS494741	ERX1789680	ERR1719174	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	213748392	82eb1161e1886f98878b94981e38223b;1e595f3ebfc823a310d32d0a8afebe68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719174/ERR1719174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719174/ERR1719174_2.fastq.gz	17946607741;18123368281	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719174			TARA_20120324T1550Z_153_Combined-EVENTS_CAST_MB_X_(100 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002823
PRJEB6609	SAMEA2656986	ERS492846	ERX1789597	ERR1719175	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	47962815	28d089dc3bdb7232a6400fb5dbc4f465;6bdbca0b89a3418601ee945cb04853e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719175/ERR1719175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719175/ERR1719175_2.fastq.gz	4013164299;4057333899	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719175			TARA_20110804T2127Z_124_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002043
PRJEB6609	SAMEA2732214	ERS493536	ERX1789650	ERR1719176	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	194408428	52550926eb1b704db7ffc8a95d20af1b;3bf58507dc57d0bf15bc8e720a89397c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719176/ERR1719176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719176/ERR1719176_2.fastq.gz	16695782775;16510864451	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719176			TARA_20111023T2041Z_135_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002185
PRJEB6609	SAMEA2731996	ERS494313	ERX1789591	ERR1719177	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8253531	874ea0d3b7fd259c794d1184312ed957;6761436c3c9e9b451083a2a21346d90c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719177/ERR1719177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719177/ERR1719177_2.fastq.gz	671027004;684642534	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719177			TARA_20120218T1910Z_147_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002109
PRJEB6609	SAMEA2623946	ERS494658	ERX1789365	ERR1719178	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	50586211	6c9235c9aecfa2b5e9f18e4b28473854;d26e9bc851ede30f490bd213e4b78e97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719178/ERR1719178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719178/ERR1719178_2.fastq.gz	4152237221;4197504867	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719178			TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002480
PRJEB6609	SAMEA2732598	ERS493621	ERX1789412	ERR1719179	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	7672433	fc992226d840b3aed007dbc90aceaf00;f2acbaf9ac8030f85d86b82380e237c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719179/ERR1719179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719179/ERR1719179_2.fastq.gz	620084493;637397212	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719179			TARA_20111130T1915Z_136_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002965
PRJEB6609	SAMEA2656956	ERS490150	ERX1789512	ERR1719180	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40619174	53ffee0917a89bcf95948377fc81826a;f4fe24018bddc3ed067bcbdddce552f4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719180/ERR1719180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719180/ERR1719180_2.fastq.gz	3441865768;3460600668	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719180			TARA_20100715T1255Z_066_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000790
PRJEB6609	SAMEA2623206	ERS493519	ERX1789392	ERR1719181	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	192721074	26229f51af7537bd5afca32803e1383b;3e3832ea7e7865874c7b56566324112f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719181/ERR1719181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719181/ERR1719181_2.fastq.gz	16278647397;16037696362	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719181			TARA_20111023T1424Z_135_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002179
PRJEB6609	SAMEA2623985	ERS494707	ERX1789479	ERR1719182	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	83040517	95266586d0c1fadce0d1f603be9f8df7;0a7f3f84f37f6f4ba3b75f6d9cba27bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719182/ERR1719182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719182/ERR1719182_2.fastq.gz	7219279669;7217617261	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719182			TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002825
PRJEB6609	SAMEA2623639	ERS494182	ERX1789385	ERR1719183	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	221282010	602ccbfac378130f403828571aa30724;8b45ecea4b90cd359b1ae3e8800ecd0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719183/ERR1719183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719183/ERR1719183_2.fastq.gz	18443496027;18612583044	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719183			TARA_20120202T1152Z_145_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003215
PRJEB6609	SAMEA2656959	ERS491732	ERX1789721	ERR1719184	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44434871	5218384353bdc6b8d72c967e2d350b51;e7158c3d05211406b7ab008ed79359c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719184/ERR1719184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719184/ERR1719184_2.fastq.gz	3681807113;3582057726	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719184			TARA_20110403T1417Z_098_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001586
PRJEB6609	SAMEA2623419	ERS493853	ERX1789626	ERR1719185	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	6537298	d8ed99a125521f820b64a310bc87052c;13e5531c45cf5b23ce9b1b20f1ac8290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719185/ERR1719185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719185/ERR1719185_2.fastq.gz	542688271;566952537	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719185			TARA_20111215T1416Z_139_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003037
PRJEB6609	SAMEA2657073	ERS490253	ERX1789629	ERR1719186	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	187782158	50a6ca6d7dc618e87efe42f127d2fcba;80182957f303dd681755d88fd27cbf69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719186/ERR1719186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719186/ERR1719186_2.fastq.gz	15817157509;16212624686	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719186			TARA_20100913T2020Z_068_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000709
PRJEB6609	SAMEA2657019	ERS492400	ERX1789544	ERR1719187	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	189703639	ed33b764d0e43757e8f7e410a6edf49e;eceba2b692cfe56a555950d8b6551e00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719187/ERR1719187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719187/ERR1719187_2.fastq.gz	16354265247;16408410354	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719187			TARA_20110601T2156Z_111_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001828
PRJEB6609	SAMEA2732866	ERS493694	ERX1789683	ERR1719188	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	191772902	b18e19146caf49881108b5341eec53d1;71f420648e344d036174ef1b09b3eeb2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719188/ERR1719188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719188/ERR1719188_2.fastq.gz	15520179638;15635362598	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719188			TARA_20111202T2302Z_137_EVENT_NET_N1_D_(40 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002938
PRJEB6609	SAMEA2731634	ERS494355	ERX1789584	ERR1719189	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	191275468	3d9c26e98da31e0482b114590f614945;583ab853b8d51fce87d713182c6c57c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719189/ERR1719189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719189/ERR1719189_2.fastq.gz	15798772533;15928513942	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719189			TARA_20120224T1514Z_148_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002117
PRJEB6609	SAMEA2732716	ERS493804	ERX1789553	ERR1719190	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38291228	cf6b3f485e4c0344fb55d8a1172ab0c0;08eeca988b756bdeb66c9cbf19635afb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719190/ERR1719190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719190/ERR1719190_2.fastq.gz	3317061345;3329631405	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719190			TARA_20111211T1627Z_138_EVENT_NET_N1_D_(60 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003013
PRJEB6609	SAMEA2622461	ERS492330	ERX1789425	ERR1719191	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	181146928	4e7944b9de1fa0f1512356746eaa128a;d3469c3884f6eeb20f345aedcc73ac63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719191/ERR1719191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719191/ERR1719191_2.fastq.gz	15329464532;15263485692	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719191			TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001810
PRJEB6609	SAMEA2730956	ERS494055	ERX1789470	ERR1719192	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	187693756	1e2ec30e7b00c304e2960886979bf1b1;e5120a9490f9c14c9e461168f8c521ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719192/ERR1719192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719192/ERR1719192_2.fastq.gz	16244881426;16261728448	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719192			TARA_20120116T1922Z_143_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003153
PRJEB6609	SAMEA2732099	ERS494350	ERX1789730	ERR1719193	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	190285819	9fa1266435443bf619b1affc845e937e;dda087bd1c4bd7dc2644a91af93b384e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719193/ERR1719193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719193/ERR1719193_2.fastq.gz	15926139325;16008576329	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719193			TARA_20120224T1351Z_148_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002119
PRJEB6609	SAMEA2622769	ERS492824	ERX1789589	ERR1719194	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	41239855	2aaeeed54429689c21e914450e6b6254;d4d05ac0691409b6f0f4804c0eb693b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719194/ERR1719194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719194/ERR1719194_2.fastq.gz	3579050067;3655128571	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719194			TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002036
PRJEB6609	SAMEA2656998	ERS490618	ERX1789705	ERR1719195	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	173092291	8c051c8b4c421f829707ffab3592a20d;fe97b545b000d12688823b1408ad3db5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719195/ERR1719195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719195/ERR1719195_2.fastq.gz	13968711145;14359727745	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719195			TARA_20101016T1854Z_076_EVENT_NET_N1+N2_D_(150 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000876
PRJEB6609	SAMEA2657049	ERS491021	ERX1789634	ERR1719196	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	55107462	ff61fc21f719d2e62157e7188a4c57f9;5e02865cc45d2652090fdd0f044a2818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719196/ERR1719196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719196/ERR1719196_2.fastq.gz	4752717753;4803879295	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719196			TARA_20110103T1217Z_084_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001362
PRJEB6609	SAMEA2623601	ERS494129	ERX1789604	ERR1719197	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	166958375	ac3c3f41bee732276562528b26c309d7;d9891eff36e923564a1c919a80b75b00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719197/ERR1719197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719197/ERR1719197_2.fastq.gz	13259697359;13227904419	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719197			TARA_20120129T2001Z_144_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003175
PRJEB6609	SAMEA2619396	ERS487919	ERX1789441	ERR1719198	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	210175124	1fccf5dae2b208bf62c4d008f515d685;cc65fe60cbc53d29d7f1634f2592320b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719198/ERR1719198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719198/ERR1719198_2.fastq.gz	16939139577;17227875172	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719198			TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000323
PRJEB6609	SAMEA2623641	ERS494184	ERX1789450	ERR1719199	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	162135995	231c27689f3a430c7ba60e4c125038de;65866226608c1fea51d0226f8f7b06de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719199/ERR1719199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719199/ERR1719199_2.fastq.gz	12838566073;12932305570	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719199			TARA_20120202T1152Z_145_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003219
